num,name_pt,name_zh,cas,ec
256,"Nitrostilbenos, seus homólogos e seus derivados",硝基芪、同系物及衍生物,4003-94-5,223-653-5
257,Noradrenalina e seus sais,去甲肾上腺素及其盐,51-41-2,200-096-6
258,Noscapina* e seus sais,*那可丁及其盐,128-62-1,204-899-2
259,Guanetidina* e seus sais,*胍乙啶及其盐,55-65-2,200-241-3
260,Estrógenos,雌激素类,-,-
261,Oleandrina,夹竹桃苷,465-16-7,207-361-5
262,Clortalidona*,*氯噻酮,77-36-1,201-022-5
264,Pentacloroetano,五氯乙烷,76-01-7,200-925-1
265,Tetranitrato de Pentaeritritila*,*季戊四醇四硝酸酯,78-11-5,201-084-3
266,Petricloral*,*五氯酚醛,78-12-6,-
267,Octamilamina* e seus sais,*辛胺及其盐,502-59-0,207-947-0
268,Ácido Pícrico,苦味酸,88-89-1,201-865-9
269,Fenacemida*,*苯乙酰脲,63-98-9,200-570-2
270,Difencloxazina*,*二苯克洛嗪,5617-26-5,-
271,"2 - fenilindano - 1, 3 - diona (fenindiona)",2-苯基茚-1,83-12-5,201-454-4
272,Etilfenacemida (feneturida)*,乙基苯乙酰脲（芬尼妥）,90-49-3,201-998-2
273,Fenprocumona*,*苯茚二酮,435-97-2,207-108-9
274,Feniramidol*,*芬那米朵,553-69-5,209-044-7
275,Triamtereno* e seus sais,*氨苯蝶啶及其盐,396-01-0,206-904-3
276,Pirofosfato de Tetraetila,焦磷酸四乙酯,107-49-3,203-495-3
277,Fosfato de Tritolila,磷酸三甲苯酯,1330-78-5,215-548-8
278,Psilocibina*,*裸盖菇素,520-52-5,208-294-4
279,Fósforo e fosfetos metálicos,磷及金属磷化物,7723-14-0,231-768-7
280,Talidomida* e seus sais,*沙利度胺及其盐,50-35-1,200-031-1
281,Physostigma venenosum Balf.,毒扁豆（Physostigma venenosum Balf.）,89958-15-6,289-638-0
282,Picrotoxina,印防己毒素,124-87-8,204-716-6
283,Pilocarpina e seus sais,毛果芸香碱及其盐,92-13-7,202-128-4
285,Pipradrol* e seus sais,*哌苯甲醇及其盐,467-60-7,207-394-5
286,Azaciclonol* e seus sais,*阿扎环醇及其盐,115-46-8,204-092-5
287,Bietamiverina*,*比坦维林,479-81-2,207-538-7
288,Butopiprina* e seus sais,*布托哌林及其盐,55837-15-5,259-848-7
290,Coniína,毒芹碱,458-88-8,207-282-6
291,Prunus laurocerasus L. (água de Louro Cereja),桂樱（Prunus laurocerasus L.，樱桃月桂水）,89997-54-6,289-689-9
292,Metirapona*,*美替拉酮,54-36-4,200-206-2
293,Substâncias Radioativas,放射性物质,-,-
294,"Juniperus sabina L. (folhas, óleo essencial e preparações galênicas)",叉子圆柏（Juniperus sabina L.，叶、精油及植物制剂）,90046-04-1,289-971-1
295,"Hioscina, seus sais e derivados",东莨菪碱、其盐及衍生物,51-34-3,200-090-3
296,Sais de Ouro,金盐,-,-
297,"Selênio e seus compostos, com exceção do dissulfeto de selênio sob as condições estabelecidas em outras listas de substâncias",硒及其化合物（其他列表规定条件下的二硒化硒除外）,7782-49-2,231-957-4
298,Solanum nigrum L. e suas preparações galênicas,龙葵（Solanum nigrum L.）及其植物制剂,84929-77-1,284-555-6
299,Esparteína e seus sais,鹰爪豆碱及其盐,90-39-1,201-988-8
300,Glicocorticóides,糖皮质激素类,-,-
301,Datura stramonium L. e suas preparações galênicas,曼陀罗（Datura stramonium L.）及其植物制剂,84696-08-2,283-627-4
302,"Estrofantinas, suas agliconas e seus respectivos derivados",毒毛旋花子苷、其苷元及相应衍生物,11005-63-3,234-239-9
303,Espécies de Strophantus e suas preparações,毒毛旋花属植物及其制剂,-,-
304,Estricnina e seus sais,士的宁及其盐,57-24-9,200-319-7
305,Espécies de Strychnos e suas preparações galênicas,马钱子属植物及其植物制剂,91080-18-1,293-509-4
306,"Narcóticos, naturais e sintéticos",麻醉药（天然及合成）,-,-
308,Sultiamo*,*舒噻嗪,61-56-3,200-511-0
309,Neodimio e seus sais,钕及其盐,7440-00-8,231-109-3
310,Tiotepa*,*塞替派,52-24-4,200-135-7
311,Pilocarpus jaborandi Holmes e suas preparações galênicas,毛果芸香（Pilocarpus jaborandi Holmes）及其植物制剂,84696-42-4,283-649-4
312,Telúrio e seus compostos,碲及其化合物,13494-80-9,236-813-4
