num,name_pt,name_zh,cas,ec
1079,"4,4'-isobutiletilidenodifenol",4'-isobutiletilidenodifenol,6807-17-6,401-720-1
1080,Clordimeforme,杀虫脒,6164-98-3,228-200-5
1081,Amitrol,杀草强,61-82-5,200-521-5
1082,Carbarilo,西维因,63-25-2,200-555-0
1083,"Destilados (petróleo), fração leve hidrocraqueada",fração leve hidrocraqueada,64741-77-1,265-078-2
1084,Brometo de 1-etil-1-metilmorfolínio,1-乙基-1-甲基吗啉鎓溴化物,65756-41-4,612-182-00-4
1085,(3-clorofenil)-(4-metoxi-3-nitrofenil)metanona,(3-氯苯基)-(4-甲氧基-3-硝基苯基)甲酮,66938-41-8,423-290-4
1086,"Combustíveis, diesel, exceto se se conhecerem todos os antecedentes de refinação e se se puder provar que a substância a partir da qual foi produzida não é cancerígena",diesel,68334-30-5,269-822-7
1087,"Fueóleo, n.º 2",n.º 2,68476-30-2,270-671-4
1088,"Fueóleo, n.º 4",n.º 4,68476-31-3,270-673-5
1089,"Combustíveis, diesel, n.º 2",diesel,68476-34-6,270-676-1
1090,"2,2-dibromo-2-nitroetanol",2-dibromo-2-nitroetanol,69094-18-4,412-380-9
1091,Brometo de 1-etil-1-metilpirrolidínio,1-乙基-1-甲基吡咯烷鎓溴化物,69227-51-6,418-200-5
1092,Monocrotofos,久效磷,6923-22-4,230-042-7
1093,Níquel,镍,7440-02-0,231-111-4
1094,Bromometano,溴甲烷,74-83-9,200-813-2
1095,Clorometano,氯甲烷,74-87-3,200-817-4
1096,Iodometano,碘甲烷,74-88-4,200-819-5
1097,Bromoetano,溴乙烷,74-96-4,200-825-8
1098,Heptacloro,七氯,76-44-8,200-962-3
1099,Hidróxido de fentina,三苯基氢氧化锡,76-87-9,200-990-6
1100,Sulfato de níquel,硫酸镍,7786-81-4,232-104-9
1101,"3,5,5-trimetilciclohex-2-enona",5,78-59-1,201-126-0
1102,"2,3-dicloropropeno",3-dicloropropeno,78-88-6,201-153-8
1103,Fluazifope-p-butila,精吡氟禾草灵丁酯,79241-46-6,607-305-00-3
1104,"Ácido (S)-2,3-dihidro-1H-indol-carboxílico",3-dihidro-1H-indol-carboxílico,79815-20-6,410-860-2
1105,Toxafeno,毒杀芬,8001-35-2,232-283-3
1106,Cloridrato de (4-hidrazinofenil)-N- metilmetanossulfonamida,(4-肼基苯基)-N-甲基甲磺酰胺盐酸盐,81880-96-8,406-090-1
1107,CI Solvente amarelo 14,溶剂黄14,842-07-9,212-668-2
1108,Clozolinato,环草隆,84332-86-5,282-714-4
1109,C10-13 cloro alcanos,C10-13氯代烷烃,85535-84-8,287-476-5
1110,Pentaclorofenol,五氯苯酚,87-86-5,201-778-6
1111,"2,4,6-triclorofenol",4,88-06-2,201-795-9
1112,Cloreto de dietilcarbamoíla,二乙基氨基甲酰氯,88-10-8,201-798-5
1113,1-vinil-2-pirrolidona,1-乙烯基-2-吡咯烷酮,88-12-0,201-800-4
1114,"Miclobutanil ; 2-(4-clorofenil)-2-(1H-1,2,4-triazol-1- ilmetil)hexanonitrila",2,88671-89-0,410-400-0
1115,Acetato de fentina,三苯基乙酸锡,900-95-8,212-984-0
1116,2-bifenilamina,2-联苯胺,90-41-5,201-990-9
1117,Trans-4-ciclohexil-L-prolina monohidroclorada,反式-4-环己基-L-脯氨酸单盐酸盐,90657-55-9,419-160-1
1118,Diisocianato de 2-metil-m-fenileno,2-甲基间苯二异氰酸酯,91-08-7,202-039-0
1119,Diisocianato de 4-metil-m-fenileno,4-甲基间苯二异氰酸酯,584-84-9,209-544-5
1120,Diisocianato de m-tolilideno,间甲苯二异氰酸酯,26471-62-5,247-722-4
1121,"Combustíveis, aviões a jato, da extração do carvão com solvente, hidrogenados do hidrocracking",aviões a jato,94114-58-6,302-694-3
1122,"Combustíveis, diesel, da extração do carvão com solvente, hidrogenados do hidrocracking",diesel,94114-59-7,302-695-9
1123,"Breu, se contiver > 0,005 % (p/p) de benzo [a]pireno",se contiver > 0,61789-60-4,263-072-4
1124,2-Butanona-oxima,2-丁酮肟,96-29-7,202-496-6
1125,"Hidrocarbonetos, C16-20, resíduo da destilação de destilado parafínico do hidrocracking desparafinado com solvente",C16-20,97675-88-2,307-662-2
1126,"α,α-diclorotolueno",α-diclorotolueno,98-87-3,202-709-2
1127,"Lã mineral, com exceção das expressamente referidas no presente anexo, [Fibras de vidro (silicatos) sintéticas com orientação aleatória e um teor ponderal de óxidos de elementos alcalinos e alcalino-terrosos (Na2O + K2O + CaO + MgO + BaO) superior a 18 %]",com exceção das expressamente referidas no presente anexo,-,-
1128,"Produto de reação de acetofenona, formaldeído, ciclohexilamina, metanol e ácido acético",formaldeído,-,406-230-1
1129,"Sais de 4,4'-carbonimidoilbis[N,N-dimetilanilina]",4'-carbonimidoilbis[N,-,612-097-00-2
1130,"1,2,3,4,5,6-Hexaclorociclohexanos,  com exceção dos expressamente referidos no presente anexo",2,-,602-042-00-0
1131,Bis(7-acetamido-2-(4-nitro-2-oxidofenilazo)-3- sulfonato-1-naftolato) cromato(1-) de trissódio,三钠双(7-乙酰氨基-2-(4-硝基-2-氧代苯基偶氮)-3-磺酸-1-萘酚根)铬(1-),-,400-810-8
1132,"Mistura de: 4-alil-2,6-bis(2,3-epoxipropil)fenol, 4- alil-6-(3-(6-(3-(6-(3-(4-alil-2,6-bis(2,3-epoxipropil)- fenoxi)2-hidroxipropil)-4-alil-2-(2,3- epoxipropil)fenoxi)-2-hidroxipropil)-4-alil-2-(2,3- epoxipropil)-fenoxi-2-hidroxipropil-2-(2,3- epoxipropil)fenol, 4-alil-6-(3-(4-alil-2,6-bis(2,3- epoxipropil)fenoxi)-2-hidroxipropil)-2-(2,3- epoxipropil)fenoxi)fenol e 4-alil-6-(3-(6-(3-(4-alil- 2,6-bis(2,3-epoxipropil)-fenoxi)-2-hidroxipropil)-4- alil-2-(2,3-epoxi-propil)fenoxi)2-hidroxipropil)-2- (2,3-epoxipropil)fenol",6-bis(2,-,417-470-1
1133,"Óleo de raiz de costo (Saussurea lappa Clarke), quando usado como ingrediente de fragrância",quando usado como ingrediente de fragrância,8023-88-9,-
1134,"7-etoxi-4-metilcumarina, quando usada como ingrediente de fragrância",quando usada como ingrediente de fragrância,87-05-8,201-721-5
1135,"Hexahidrocumarina, quando usada como ingrediente de fragrância",quando usada como ingrediente de fragrância,700-82-3,211-851-4
1136,"Exudação de Myroxylon pereirae (Royle) Klotzch (bálsamo do Peru, bruto), quando usado como ingrediente de fragrância",bruto),8007-00-9,232-352-8
1137,Nitrito de isobutilo,亚硝酸异丁酯,542-56-3,208-819-7
1138,Isopreno,异戊二烯,78-79-5,201-143-3
1139,1-bromopropano,1-溴丙烷,106-94-5,203-445-0
1140,Cloropreno,氯丁二烯,126-99-8,204-818-0
1141,"1,2,3-tricloropropano",2,96-18-4,202-486-1
1142,Éter dimetílico de etilenoglicol,乙二醇二甲醚,110-71-4,203-794-9
