num,name_pt,name_zh,cas,ec
357,Benzoatos do álcool,4-醇苯甲酸酯类,4,-
359,Óleo de sementes de Laurus nobilis L.,月桂（Laurus nobilis L.）籽油,84603-73-6,283-272-5
360,"Safrol, salvo os conteúdos normais em óleos naturais utilizados e sempre que a concentração não exceda: 100 ppm em produtos terminados 50 ppm em produtos para higiene oral e dental safrol não deve estar presente em cremes dentais específicos para crianças",黄樟素（天然油中正常含量除外，终产品≤100ppm，口腔护理产品≤50ppm，儿童专用牙膏不得检出）,94-59-7,202-345-4
361,"Dihipoiodito de 5,5'-Di-isopropil-2,2'- dimetilbifenila-4,4'-diila (iodotimol)",5,552-22-7,209-007-5
362,"3'-etil-5',6',7',8'-tetrahidro-5',5',8',8'- tetrametil- 2'-acetonaftona ou",3'-乙基-5',7-,-
363,o - Fenilenodiamina e seus sais,邻苯二胺及其盐,95-54-5,202-430-6
364,4 - Metil – m - fenilenodiamina e seus sais,4-甲基-间苯二胺及其盐,95-80-7,202-453-1
367,"2, 3, 7, 8 - Tetraclorodibenzo - p – dioxina",2,1746-01-6,217-122-7
368,"Acetato de 2, 6 - dimetil - 1, 3 - dioxana - 4 - ila (dimetoxana)",2,828-00-2,212-579-9
370,"N - (triclorometiltio) - 4 - ciclohexeno - 1, 2 - dicarboximida (Captana - ISO)",N-(三氯甲硫基)-4-环己烯-1,133-06-2,205-087-0
371,"2, 2' - Dihidroxi - 3, 3', 5, 5', 6, 6' - hexaclorodifenilmetano (hexaclorofeno)",2,70-30-4,200-733-8
372,"3-Óxido de 6-(piperidinil)-2,4-pirimidinadiamina (Minoxidil) e seus sais",6-(哌啶基)-2,38304-91-5,253-874-2
373,"3, 4', 5 - Tribromossalicilanilida",3,87-10-5,201-723-6
374,Phytolacca spp. e suas preparações,商陆属植物及其制剂,65497-07-6,-
376,"1 - Metoxi - 2, 4 - diaminobenzeno (2, 4 - diaminoanisol - CI 76050) e seus sais",1-甲氧基-2,615-05-4,210-406-1
377,"1 - Metoxi - 2, 5 - diaminobenzeno (2, 5 - diaminoanisol) e seus sais",1-甲氧基-2,5307-02-8,226-161-9
378,Corante CI 12140,染料 CI 12140,3118-97-6,221-490-4
379,Corante CI 26105,染料 CI 26105,85-83-6,201-635-8
381,"4 – dimetilaminobenzoato de amila, misturas de isômeros (padimato A*)",4-二甲氨基苯甲酸戊酯（异构体混合物，帕地马酯A*）,14779-78-3,238-849-6
382,Peróxido de benzoila,过氧化苯甲酰,94-36-0,202-327-6
383,2-Amino-4-nitrofenol,2-氨基-4-硝基苯酚,99-57-0,202-767-9
384,2-Amino-5-nitrofenol,2-氨基-5-硝基苯酚,121-88-0,204-503-8
385,"11-α-hidroxipregn-4-eno-3,20-diona e seus ésteres",11α-羟基孕-4-烯-3,80-75-1,201-306-9
386,Corante CI 42640,染料 CI 42640,1694-09-3,216-901-9
387,Corante CI 13065,染料 CI 13065,587-98-4,209-608-2
388,Corante CI 42535,染料 CI 42535,8004-87-3,-
389,Corante CI 61554,染料 CI 61554,17354-14-2,241-379-4
390,Antiandrogênios com estrutura esteroidiana,甾体结构抗雄激素类,-,-
391,"Zircônio e seus compostos, com a exceção dos complexos mencionados em outras listas de substâncias",锆及其化合物（其他列表提及的络合物除外）,7440-67-7,231-176-9
392,Tirotricina,短杆菌素,1404-88-2,215-771-0
393,Acetonitrilo,乙腈,75-05-8,200-835-2
394,Tetrahidrozolina (tetrizolina*) e seus sais 84-22-0 / 522-48-5 /,四氢唑啉（替唑啉*）及其盐,33067-94-6,-
396,"Dióxido de 2,2'- ditio -1,1' bispiridina (aditivado com sulfato de magnésio trihidratado)",2,-,-
397,"Corante CI 12075 e suas lacas, pigmentos e sais",染料 CI 12075及其色淀、颜料和盐,3468-63-1,222-429-4
398,Corante CI 45170 e CI 45170:1 81-88-9 / 509-34-2 /,染料 CI 45170及CI 45170:1,6373-07-5,-
400,"1,2-Epoxibutano",1,106-88-7,203-438-2
402,Lactato de estrôncio,乳酸锶,29870-99-3,249-915-9
403,Nitrato de estrôncio,硝酸锶,10042-76-9,233-131-9
404,Policarboxilato de estrôncio,聚羧酸锶,-,-
405,Pramocaína,普莫卡因,140-65-8,205-425-7
408,Pirocatecol (Catecol),邻苯二酚（儿茶酚）,120-80-9,204-427-5
411,Alquilaminas e alcanolaminas secundárias e seus sais 111-42-2/,烷基胺、仲烷醇胺及其盐,110-97-4,-
412,4-amino-2-nitrofenol,4-氨基-2-硝基苯酚,119-34-6,204-316-1
413,2-Metil-m-fenilenodiamina,2-甲基-间苯二胺,823-40-5,212-513-9
414,"4-terc-butil-3-metoxi-2,6-dinitrotolueno (Musk ambrette)",4-叔丁基-3-甲氧基-2,83-66-9,201-493-7
416,"Células, tecidos e produtos de origem humana",人源细胞、组织及制品,-,-
417,"3,3-Bis(4-hidroxifenil) ftalida(fenolftaleína*)",3,77-09-8,201-004-7
418,Ácido 3-imidazol-4-ilacrílico (ácido urocânico) e seu éster etílico 104-98-3/,3-咪唑-4-基丙烯酸（尿刊酸）及其乙酯,27538-,35-8
419,"a) Crânio, incluindo encéfalo e olhos, amídalas e medula espinhal de: -animais de espécie bovina de mais de 12 meses de idade -animais das espécies ovina e caprina de mais de 12 meses de idade ou que mostrem gengiva perfurada por um inciso definitivo b)     O baço de animais das espécies ovina e caprina e ingredientes derivados A proibição destes ingredientes é aplicável àqueles produtos provenientes de paises com suspeita de risco de transmissão da encefalopatia espongiforme, não sendo aplicados aos Estados Partes do MERCOSUL ou quando acompanhados de uma declaração juramentada que certifique que os mesmos sejam provenientes de paises livres da enfermidade. Entretanto, podem ser utilizados derivados de sebo sempre e quando se tenha aplicado os seguintes métodos, estritamente certificados pelo fabricante: -Transesterificação ou hidrólise a um mínimo de 200°C sob uma pressão correspondente adequada, durante 20 minutos (glicerina, ácidos graxos e seus ésteres graxos). -Saponificação com NAOH 12M (glicerina e sabão) por: -processo descontínuo: 95°C durante 3 horas, ou -processo contínuo: 140°C 2 bar (2000 hPa) durante 8 minutos ou condições equivalentes.",a) 颅骨（含脑、眼）、扁桃体、脊髓：-12月龄以上牛科动物，-12月龄以上或牙龈有明显切迹的羊/山羊科动物；b) 羊/山羊科动物脾脏及衍生原料。禁止用于海绵状脑病风险国家来源的产品，不适用于南方共同市场成员国或持无疫证明国家。允许使用油脂衍生物（需经制造商严格认证以下工艺之一）：-200℃以上、相应压力下酯交换或水解≥20分钟（甘油、脂肪酸及酯）；-12M NaOH皂化：间歇法95℃×3h，或连续法140℃×2bar×8分钟（或等效条件）。,420,420
421,"1,1,3,3,5-pentametil-4,6 - dinitroindano (moskene)",1,116-66-5,204-149-4
423,"Óleo de alantroot (Inula helenium), quando usado como ingrediente de fragrância.",土木香（Inula helenium）油（用作香料成分）,97676-35-2,-
424,"Cianeto de benzila, quando usado como ingrediente de fragrância.",苄基氰（用作香料成分）,140-29-4,-
425,"Álcool de cíclame, quando usado como ingrediente de fragrância.",仙客来醇（用作香料成分）,4756-19-8,225-289-2
426,"Maleato dietílico, quando usado como ingrediente de fragrância.",马来酸二乙酯（用作香料成分）,141-05-9,205-451-9
427,"Dihidrocumarina, quando usado como ingrediente de fragrância.",二氢香豆素（用作香料成分）,119-84-6,204-354-9
428,"2,4-dihidroxi-3-metilbenzaldeído, quando usado como ingrediente de fragrância.",2,6248-20-0,228-369-5
429,"3,7-Dimetil-2-octeno-1-ol (6,7-dihidrogeraniol), quando usado como ingrediente de fragrância.",3,40607-48-5,254-999-5
430,"4,6-Dimetil-8-terc-butilcumarina, quando usado como ingrediente de fragrância",4,17874-34-9,241-827-9
431,"Citraconato dimetílico, quando usado como ingrediente de fragrância",柠康酸二甲酯（用作香料成分）,617-54-9,-
432,"7,11-dimetil-4,6,10-dodecatrieno-3-ona, quando usado como ingrediente de fragrância.",7,26651-96-7,247-878-3
433,"6,10-dimetil-3,5,9-undecatrieno-2-ona, quando usado como ingrediente de fragrância.",6,141-10-6,-
434,"Difenilamina, quando usado como ingrediente de fragrância.",二苯胺（用作香料成分）,122-39-4,204-539-4
435,"Acrilato de etila, quando usado como ingrediente de fragrância.",丙烯酸乙酯（用作香料成分）,140-88-5,205-438-8
436,"Folhas de figueira (Ficus carica L.), quando usadas como ingrediente de fragrância.",无花果（Ficus carica L.）叶（用作香料成分）,68916-52-9,-
