num,name_pt,name_zh,cas,ec
721,"4,4'-bi-o-toluidina",4'-bi-o-toluidina,119-93-7,204-358-0
722,"Dicloridrato de 4,4-bi-o-toluidina",4-bi-o-toluidina,612-82-8,210-322-5
723,"Bis(hidrogenossulfato) de [3,3'-dimetil[1,1'- bifenil]-4,4'-diil]diamônio",3'-dimetil[1,64969-36-4,265-294-7
724,"Sulfato-de-4,4'-bi-o-toluidina",4'-bi-o-toluidina,74753-18-7,277-985-0
725,Corantes da o-toluidina,邻甲苯胺染料,-,611-030-00-4
726,Bifenil-4-ilamina e seus sais,联苯-4-胺及其盐,92-67-1,202-177-1
727,Azobenzeno,偶氮苯,103-33-3,203-102-5
728,Acetato de metil-ONN-azoximetila,甲基-ONN-氧化偶氮甲酯,592-62-1,209-765-7
729,Cicloheximida,放线菌酮,66-81-9,200-636-0
730,2-Metilaziridina,2-甲基氮丙啶,75-55-8,200-878-7
731,Imidazolidina-2-tiona,2-咪唑烷硫酮,96-45-7,202-506-9
732,Furano,呋喃,110-00-9,203-727-3
733,Aziridina,氮丙啶,151-56-4,205-793-9
734,Captafol,敌菌丹,2425-06-1,219-363-3
735,Carbadox,卡巴氧,6804-07-5,229-879-0
736,Flumioxazina,丙炔氟草胺,103361-09-7,-
737,Tridemorfe,十三吗啉,24602-86-6,246-347-3
738,Vinclozolina,乙烯菌核利,50471-44-8,-
739,Fluazifope-butila,吡氟禾草灵丁酯,69806-50-4,274-125-6
740,Flusilazol,氟硅唑,85509-19-9,014-017-00-6
741,"1,3,5-Tris(oxiranilmetil)-1,3,5-triazina- 2,4,6(1H,3H,5H)-triona",3,2451-62-9,219-514-3
