num,name_pt,name_zh,cas,ec
457,Dióxido de niquel,二氧化镍,12035-36-8,234-823-3
458,Dissulfeto de triniquel,二硫化三镍,12035-72-2,234-829-6
459,Tetracarbonilniquel,四羰基镍,13463-39-3,236-669-2
460,Sulfeto de niquel,硫化镍,16812-54-7,240-841-2
461,"Bromato de potássio, exceto em produtos para ondular cabelos, na concentração máxima de 10 %",溴酸钾（卷发产品除外，最大浓度10%）,7758-01-2,231-829-8
462,Monóxido de carbono,一氧化碳,630-08-0,211-128-3
463,"1,3-butadieno",1,106-99-0,203-450-8
464,"Isobutano, se contiver ≥ 0,1 % (m/m) de butadieno",异丁烷（含丁二烯≥0.1% m/m）,75-28-5,200-857-2
465,"Butano, se contiver ≥ 0,1 % (m/m) de butadieno",丁烷（含丁二烯≥0.1% m/m）,106-97-8,203-448-7
466,"Gases (petróleo), C3-4, se contiverem > 0,1 % (m/m) de butadieno",石油气（C3-4，含丁二烯>0.1% m/m）,68131-75-9,268-629-5
467,"Gás residual (petróleo), da coluna de absorção do destilado do cracking catalítico e do fracionamento de nafta do cracking catalítico, se contiver > 0,1 % (m/m) de butadieno",催化裂化石脑油馏分吸收塔残余气（含丁二烯>0.1% m/m）,68307-98-2,269-617-2
468,"Gás residual (petróleo), do estabilizador do fracionamento da nafta polimerizada cataliticamente, se contiver > 0,1 % (m/m) de butadieno",催化聚合石脑油稳定塔残余气（含丁二烯>0.1% m/m）,68307-99-3,269-618-8
469,"Gás residual (petróleo), do estabilizador do fracionamento da nafta do reforming catalítico, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",催化重整石脑油稳定塔残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-00-9,269-619-3
470,"Gás residual (petróleo), do stripper da unidade de tratamento com hidrogênio de destilados do cracking, se contiver >0,1 % (m/m) de butadieno",裂化馏分加氢处理装置汽提塔残余气（含丁二烯>0.1% m/m）,68308-01-0,269-620-9
471,"Gás residual (petróleo), da torre de absorção do cracking catalítico de gasóleo, se contiver > 0,1 % (m/m) de butadieno",柴油催化裂化吸收塔残余气（含丁二烯>0.1% m/m）,68308-03-2,269-623-5
472,"Gás residual (petróleo), da unidade de recuperação de gases, se contiver > 0,1 % (m/m) de butadieno",气体回收装置残余气（含丁二烯>0.1% m/m）,68308-04-3,269-624-0
473,"Gás residual (petróleo), do desetanizador da unidade de recuperação de gases, se contiver > 0,1 % (m/m) de butadieno",气体回收装置脱乙烷塔残余气（含丁二烯>0.1% m/m）,68308-05-4,269-625-6
474,"Gás residual (petróleo), do fracionador do destilado hidrogenodessulfurizado e nafta hidrogenodessulfurizada, sem ácidos, se contiver > 0,1 % (m/m) de butadieno",加氢脱硫馏分及石脑油分馏塔残余气（无酸，含丁二烯>0.1% m/m）,68308-06-5,269-626-1
475,"Gás residual (petróleo), do stripper do gasóleo de vácuo hidrogenodessulfurizado, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",加氢脱硫真空柴油汽提塔残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-07-6,269-627-7
476,"Gás residual (petróleo), do estabilizador do fracionamento da nafta isomerizada, se contiver > 0,1 % (m/m) de butadieno",异构化石脑油稳定塔残余气（含丁二烯>0.1% m/m）,68308-08-7,269-628-2
477,"hidrogênio, se contiver > 0,1 % (m/m) de butadieno",氢气（含丁二烯>0.1% m/m）,68308-09-8,269-629-8
478,"Gás residual (petróleo), da unidade de hidrogenodessulfurização de destilado da destilação directa, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",直馏馏分加氢脱硫装置残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-10-1,269-630-3
479,"Gás residual (petróleo), do desetanizador da alimentação de alquilação propano-propileno, se contiver > 0,1 % (m/m) de butadieno",丙烷-丙烯烷基化进料脱乙烷塔残余气（含丁二烯>0.1% m/m）,68308-11-2,269-631-9
480,"Gás residual (petróleo), do hidrogenodessulfurizador do gasóleo de vácuo, sem sulfureto de hidrogênio, se contiver > 0,1 % (m/m) de butadieno",真空柴油加氢脱硫装置残余气（无硫化氢，含丁二烯>0.1% m/m）,68308-12-3,269-632-4
481,"Gases (petróleo), de cabeça da destilação de produtos de cracking catalítico, se contiverem > 0,1 % (m/m) de butadieno",催化裂化产品蒸馏塔顶气（含丁二烯>0.1% m/m）,68409-99-4,270-071-2
482,"Alcanos, C1-2, se contiverem > 0,1 % (m/m) de butadieno",烷烃（C1-2，含丁二烯>0.1% m/m）,68475-57-0,270-651-5
483,"Alcanos, C2-3, se contiverem > 0,1 % (m/m) de butadieno",烷烃（C2-3，含丁二烯>0.1% m/m）,68475-58-1,270-652-0
484,"Alcanos, C3-4, se contiverem > 0,1 % (m/m) de butadieno",烷烃（C3-4，含丁二烯>0.1% m/m）,68475-59-2,270-653-6
485,"Alcanos, C4-5, se contiverem > 0,1 % (m/m) de butadieno",烷烃（C4-5，含丁二烯>0.1% m/m）,68475-60-5,270-654-1
486,"Gases combustíveis, se contiverem > 0,1 % (m/m) de butadieno",可燃气体（含丁二烯>0.1% m/m）,68476-26-6,270-667-2
487,"Gases combustíveis, destilados de petróleo bruto, se contiverem > 0,1 % (m/m) de butadieno",原油馏分可燃气体（含丁二烯>0.1% m/m）,68476-29-9,270-670-9
488,"Hidrocarbonetos, C3-4, se contiverem > 0,1 % (m/m) de butadieno",烃类（C3-4，含丁二烯>0.1% m/m）,68476-40-4,270-681-9
489,"Hidrocarbonetos, C4-5, se contiverem > 0,1 % (m/m) de butadieno",烃类（C4-5，含丁二烯>0.1% m/m）,68476-42-6,270-682-4
490,"Hidrocarbonetos, C2-4, ricos em C3, se contiverem > 0,1 % (m/m) de butadieno",烃类（C2-4，富C3，含丁二烯>0.1% m/m）,68476-49-3,270-689-2
491,"Gases de petróleo, liquefeitos, se contiverem > 0,1 % (m/m) de butadieno",液化石油气（含丁二烯>0.1% m/m）,68476-85-7,270-704-2
492,"Gases de petróleo, liquefeitos, tratados (sweetened), se contiverem > 0,1 % (m/m) de butadieno",精制液化石油气（含丁二烯>0.1% m/m）,68476-86-8,270-705-8
493,"Gases (petróleo), C3-4; ricos em isobutano, se contiverem > 0,1 % (m/m) de butadieno",石油气（C3-4，富异丁烷，含丁二烯>0.1% m/m）,68477-33-8,270-724-1
494,"Destilados (petróleo), C3-6, ricos em piperilenos, se contiverem > 0,1 % (m/m) de butadieno",石油馏分（C3-6，富戊二烯，含丁二烯>0.1% m/m）,68477-35-0,270-726-2
495,"Gases (petróleo), de alimentação do processo de tratamento com aminas, se contiverem > 0,1 % (m/m) de butadieno",胺处理进料气（含丁二烯>0.1% m/m）,68477-65-6,270-746-1
496,"Gases (petróleo), do hidrogenodessulfurizador da unidade de benzeno, se contiverem > 0,1 % (m/m) de butadieno",苯装置加氢脱硫器气（含丁二烯>0.1% m/m）,68477-66-7,270-747-7
497,"Gases (petróleo), reciclo da unidade de benzeno, ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",苯装置循环气（富氢，含丁二烯>0.1% m/m）,68477-67-8,270-748-2
498,"Gases (petróleo), de mistura de hidrocarbonetos, ricos em hidrogênio e nitrogênio, se contiverem > 0,1 % (m/m) de butadieno",烃混合气（富氢、氮，含丁二烯>0.1% m/m）,68477-68-9,270-749-8
499,"Gases (petróleo), de cabeça da coluna de separação de butano, se contiverem > 0,1 % (m/m) de butadieno",丁烷分离塔顶气（含丁二烯>0.1% m/m）,68477-69-0,270-750-3
500,"Gases (petróleo), C2-3, se contiverem > 0,1 % (m/m) de butadieno",石油气（C2-3，含丁二烯>0.1% m/m）,68477-70-3,270-751-9
501,"Gases (petróleo), produtos de cauda da coluna de despropanização do gasóleo do cracking catalítico, ricos em C4 sem",催化裂化柴油脱丙烷塔塔底产物（富C4，无,68477-71-4,270-752-4
502,"Gases (petróleo), produtos de cauda do desbutanizador da nafta do cracking catalítico, ricos em C3-5, se contiverem > 0,1 % (m/m) de butadieno",催化裂化石脑油脱丁烷塔塔底产物（富C3-5，含丁二烯>0.1% m/m）,68477-72-5,270-754-5
503,"Gases (petróleo), produtos de cabeça do despropanizador da nafta do cracking catalítico, ricos em C3 e sem ácidos, se contiverem > 0,1 % (m/m) de butadieno",催化裂化石脑油脱丙烷塔塔顶产物（富C3，无酸，含丁二烯>0.1% m/m）,68477-73-6,270-755-0
504,"Gases (petróleo), do cracker catalítico, se contiverem > 0,1 % (m/m) de butadieno",催化裂化气（含丁二烯>0.1% m/m）,68477-74-7,270-756-6
505,"Gases (petróleo), do cracker catalítico, ricos em C1-5, se contiverem > 0,1 % (m/m) de butadieno",催化裂化气（富C1-5，含丁二烯>0.1% m/m）,68477-75-8,270-757-1
506,"Gases (petróleo), de cabeça do estabilizador da nafta polimerizada cataliticamente, ricos em C2-4, se contiverem > 0,1 % (m/m) de butadieno",催化聚合石脑油稳定塔塔顶气（富C2-4，含丁二烯>0.1% m/m）,68477-76-9,270-758-7
507,"Gases (petróleo), de cabeça do estabilizador da nafta do reforming catalítico, se contiverem > 0,1 % (m/m) de butadieno",催化重整石脑油稳定塔塔顶气（含丁二烯>0.1% m/m）,68477-77-0,270-759-2
508,"Gases (petróleo), do reformer catalítico, ricos em C1-4, se contiverem > 0,1 % (m/m) de butadieno",催化重整气（富C1-4，含丁二烯>0.1% m/m）,68477-79-2,270-760-8
509,"Gases (petróleo), do reciclo do reformer catalítico da fração C6-8, se contiverem > 0,1 % (m/m) de butadieno",C6-8馏分催化重整循环气（含丁二烯>0.1% m/m）,68477-80-5,270-761-3
510,"Gases (petróleo), do reformer catalítico da fração C6-8, se contiverem > 0,1 % (m/m) de butadieno",C6-8馏分催化重整气（含丁二烯>0.1% m/m）,68477-81-6,270-762-9
511,"Gases (petróleo), reciclados C6-8 do reforming catalítico, ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",催化重整C6-8循环气（富氢，含丁二烯>0.1% m/m）,68477-82-7,270-763-4
512,"Gases (petróleo), C3-5 olefínicos-parafínicos da carga de alquilação, se contiverem > 0,1 % (m/m) de butadieno",烷基化进料C3-5烯烃-烷烃气（含丁二烯>0.1% m/m）,68477-83-8,270-765-5
513,"Gases (petróleo), fluxo de retorno em C2, se contiverem > 0,1 % (m/m) de butadieno",C2回流气（含丁二烯>0.1% m/m）,68477-84-9,270-766-0
514,"Gases (petróleo), ricos em C4, se contiverem > 0,1 % (m/m) de butadieno",富C4石油气（含丁二烯>0.1% m/m）,68477-85-0,270-767-6
515,"Gases (petróleo), de cabeça do desetanizador, se contiverem > 0,1 % (m/m) de butadieno",脱乙烷塔塔顶气（含丁二烯>0.1% m/m）,68477-86-1,270-768-1
516,"Gases (petróleo), de cabeça da coluna do desisobutanizador, se contiverem > 0,1 % (m/m) de butadieno",脱异丁烷塔塔顶气（含丁二烯>0.1% m/m）,68477-87-2,270-769-7
517,"Gases (petróleo), secos do despropanizador, ricos em propeno, se contiverem> 0,1 % (m/m) de butadieno",脱丙烷塔干气（富丙烯，含丁二烯>0.1% m/m）,68477-90-7,270-772-3
518,"Gases (petróleo), de cabeça do despropanizador, se contiverem > 0,1 % (m/m) de butadieno",脱丙烷塔塔顶气（含丁二烯>0.1% m/m）,68477-91-8,270-773-9
519,"Gases (petróleo), ácidos secos, de uma unidade de concentração de gases, se contiverem > 0,1 % (m/m) de butadieno",气体浓缩装置酸性干气（含丁二烯>0.1% m/m）,68477-92-9,-
520,"Gases (petróleo), da destilação da coluna de reabsorção de gases concentrados, se contiverem > 0,1 % (m/m) de butadieno",浓缩气再吸收塔蒸馏气（含丁二烯>0.1% m/m）,68477-93-0,-
522,"Gases (petróleo), de alimentação da unidade Girbatol, se contiverem > 0,1 % (m/m) de butadieno",Girbatol装置进料气（含丁二烯>0.1% m/m）,68477-95-2,270-778-6
523,"Gases (petróleo), da coluna de absorção de hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",氢气吸收塔气（含丁二烯>0.1% m/m）,68477-96-3,270-779-1
524,"Gases (petróleo), ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",富氢石油气（含丁二烯>0.1% m/m）,68477-97-4,-
525,"Gases (petróleo), de reciclo de misturas de hidrocarbonetos da unidade de tratamento com hidrogênio, ricos em hidrogênio e nitrogênio, se contiverem > 0,1 % (m/m) de butadieno",加氢处理装置烃混合物循环气（富氢、氮，含丁二烯>0.1% m/m）,68477-98-5,270-781-2
526,"Gases (petróleo), da coluna de fracionamento da nafta isomerizada, ricos em C4, sem sulfureto de hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",异构化石脑油分馏塔气（富C4，无硫化氢，含丁二烯>0.1% m/m）,68477-99-6,270-782-8
527,"Gases (petróleo), de reciclo, ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",循环石油气（富氢，含丁二烯>0.1% m/m）,68478-00-2,270-783-3
528,"Gases (petróleo), de make-up do reformer catalítico, ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",催化重整补充气（富氢，含丁二烯>0.1% m/m）,68478-01-3,270-784-9
529,"Gases (petróleo), da unidade de hydroforming, se contiverem > 0,1 % (m/m) de butadieno",临氢重整装置气（含丁二烯>0.1% m/m）,68478-02-4,270-785-4
530,"Gases (petróleo), da unidade de hydroforming, ricos em hidrogênio e metano, se contiverem > 0,1 % (m/m) de butadieno",临氢重整装置气（富氢、甲烷，含丁二烯>0.1% m/m）,68478-03-5,270-787-5
531,"Gases (petróleo), de make-up da unidade de hydroforming, ricos em hidrogênio, se contiverem > 0,1 % (m/m) de butadieno",临氢重整补充气（富氢，含丁二烯>0.1% m/m）,68478-04-6,270-788-0
532,"Gases (petróleo), da destilação dos produtos do cracking térmico, se contiverem > 0,1 % (m/m) de butadieno",热裂化产品蒸馏气（含丁二烯>0.1% m/m）,68478-05-7,270-789-6
533,"Gás residual (petróleo), do tanque de refluxo do fracionamento de óleo clarificado de cracking catalítico e resíduo de vácuo de cracking térmico, se contiver > 0,1 % (m/m) de butadieno",催化裂化澄清油及热裂化真空残渣分馏回流罐残余气（含丁二烯>0.1% m/m）,68478-21-7,270-802-5
534,"Gás residual (petróleo), da torre de absorção de estabilização da nafta do cracking catalítico, se contiver > 0,1 % (m/m) de butadieno",催化裂化石脑油稳定吸收塔残余气（含丁二烯>0.1% m/m）,68478-22-8,270-803-0
535,"Gás residual (petróleo), do fracionador de correntes combinadas do cracker catalítico, reformer catalítico e hidrogenodessulfurizador, se contiver > 0,1 % (m/m) de butadieno",催化裂化、催化重整及加氢脱硫联合进料分馏塔残余气（含丁二烯>0.1% m/m）,68478-24-0,270-804-6
536,"Gás residual (petróleo), da torre de absorção de uma unidade de refracionamento de um cracker catalítico, se contiver > 0,1 % (m/m) de butadieno",催化裂化重分馏装置吸收塔残余气（含丁二烯>0.1% m/m）,68478-25-1,270-805-1
537,"Gás residual (petróleo), do estabilizador do fracionamento de nafta do reforming catalítico, se contiver > 0,1 % (m/m) de butadieno",催化重整石脑油分馏稳定塔残余气（含丁二烯>0.1% m/m）,68478-26-2,270-806-7
